Reviewer,Restaurant,label,pred_score,rank_pred
Abhishek Bhambhu,Dunkin' Donuts,0.0,0.6965232972987823,1.0
Abhishek Bhambhu,Arena Eleven,0.0,-0.29739347993761944,2.0
Abhishek Bhambhu,10 Downing Street,0.0,-0.703189478638772,3.0
Abhishek Jain,Hunger Maggi Point,1.0,0.6332838291676253,1.0
Abhishek Jain,Khaan Saab,0.0,-0.7028858765402104,2.0
Abhishek Jain,Yum Yum Tree - The Arabian Food Court,0.0,-0.7028858765402104,3.0
Abhishek Mallick,Arena Eleven,3.0,0.49166893906566317,1.0
Abhishek Mallick,Tempteys,0.0,-0.7028858765402104,2.0
Abhishek Mallick,Angaara Counts 3,0.0,-0.703189478638772,3.0
Abhishek Pattanaik,Udipi's Upahar,3.0,0.6701156312323673,1.0
Abhishek Pattanaik,PourHouse7,0.0,-0.7011995188056979,2.0
Abhishek Pattanaik,Triptify,0.0,-0.7019127827524814,3.0
Abhishek Sarkar,Zing's Northeast Kitchen,2.0,0.589104634871197,1.0
Abhishek Sarkar,NorFest - The Dhaba,0.0,-0.6902921627331025,2.0
Abhishek Sarkar,Mohammedia Shawarma,0.0,-0.7028858765402104,3.0
Abhishek Sharma,Aromas@11SIX,0.0,0.690840593704878,1.0
Abhishek Sharma,Hitech Bawarchi Food Zone,0.0,-0.5841598338524336,2.0
Abhishek Sharma,Momos Delight,0.0,-0.7025490348753349,3.0
Abhishek Shrivastava,PourHouse7,3.0,0.6554168480900494,1.0
Abhishek Shrivastava,Wich Please,0.0,-0.7025490348753349,2.0
Abhishek Shrivastava,Sweet Basket,0.0,-0.7028858765402104,3.0
Abhiteja Ch,Barbeque Nation,3.0,0.6424085476756753,1.0
Abhiteja Ch,Labonel,0.0,-0.6949306781117205,2.0
Abhiteja Ch,Dunkin' Donuts,0.0,-0.7030750642637245,3.0
Achint Tank,Over The Moon Brew Company,0.0,0.6983768998383802,1.0
Achint Tank,Collage - Hyatt Hyderabad Gachibowli,0.0,0.5406363487906718,2.0
Achint Tank,The Lal Street - Bar Exchange,0.0,-0.6990684872803085,3.0
Adam Jordan,Asian Meal Box,0.0,0.46285978620150536,1.0
Adam Jordan,Wich Please,0.0,-0.7021963987923616,2.0
Adam Jordan,Cafe Eclat,0.0,-0.7028858765402104,3.0
Adithya Varun,American Wild Wings,0.0,0.6889869911652801,1.0
Adithya Varun,Sweet Basket,0.0,-0.7028858765402104,2.0
Adithya Varun,Cascade - Radisson Hyderabad Hitec City,0.0,-0.703189478638772,3.0
Aditya Arthas,T Grill,3.0,0.690840593704878,1.0
Aditya Arthas,Kritunga Restaurant,0.0,-0.7009943195766868,2.0
Aditya Arthas,Arena Eleven,0.0,-0.7025490348753349,3.0
Aditya Jhalani,The Tilt Bar Republic,3.0,0.5145321525940754,1.0
Aditya Jhalani,Tempteys,0.0,-0.7028858765402104,2.0
Aditya Jhalani,Squeeze @ The Lime,0.0,-0.7029992072815534,3.0
Aditya K.s.,Pista House,3.0,0.690840593704878,1.0
Aditya K.s.,La La Land - Bar & Kitchen,0.0,-0.3084042038571211,2.0
Aditya K.s.,Mazzo - Marriott Executive Apartments,0.0,-0.7028321265121787,3.0
Aditya Nanduri,Asian Meal Box,3.0,0.46285978620150536,1.0
Aditya Nanduri,Labonel,0.0,-0.7028858765402104,2.0
Aditya Nanduri,Yum Yum Tree - The Arabian Food Court,0.0,-0.7028858765402104,3.0
Aditya Yellapanthula,PourHouse7,2.0,0.6554168480900494,1.0
Aditya Yellapanthula,Delhi-39,0.0,-0.6509251439469532,2.0
Aditya Yellapanthula,Hotel Zara Hi-Fi,0.0,-0.6509251439469532,3.0
Adriza De,Arena Eleven,0.0,0.5265569087787436,1.0
Adriza De,Zing's Northeast Kitchen,0.0,-0.690629004397978,2.0
Adriza De,Barbeque Nation,0.0,-0.7030750642637245,3.0
Afreen Sheik,Hyderabadi Daawat,3.0,0.5286165116525315,1.0
Afreen Sheik,Momos Delight,0.0,-0.7025490348753349,2.0
Afreen Sheik,Zega - Sheraton Hyderabad Hotel,0.0,-0.7028858765402104,3.0
Agastyaraju Koushik,Khaan Saab,0.0,0.6711815936978127,1.0
Agastyaraju Koushik,Chinese Pavilion,0.0,-0.7028858765402104,2.0
Agastyaraju Koushik,KFC,0.0,-0.7028858765402104,3.0
Aishwarya Banerjee,Chinese Pavilion,0.0,0.6495026831732321,1.0
Aishwarya Banerjee,Hunger Maggi Point,0.0,-0.7025490348753349,2.0
Aishwarya Banerjee,Royal Spicy Restaurant,0.0,-0.7028858765402104,3.0
Aishwarya Dhamne,Cafe Eclat,1.0,0.6762952971477463,1.0
Aishwarya Dhamne,AB's - Absolute Barbecues,0.0,-0.7019232822159183,2.0
Aishwarya Dhamne,Gal Punjab Di,0.0,-0.7028858765402104,3.0
Aiswarya Shaji Dev,Shanghai Chef 2,2.0,0.6686295881055473,1.0
Aiswarya Shaji Dev,NorFest - The Dhaba,0.0,-0.7025490348753349,2.0
Aiswarya Shaji Dev,GD's,0.0,-0.7028858765402104,3.0
Ajay Kumar Y,Collage - Hyatt Hyderabad Gachibowli,1.0,0.6412021244638982,1.0
Ajay Kumar Y,Pista House,0.0,-0.5323734659933345,2.0
Ajay Kumar Y,Desi Bytes,0.0,-0.5808048928570677,3.0
Ajay Munjal,Chinese Pavilion,3.0,0.6667988252737063,1.0
Ajay Munjal,Tandoori Food Works,0.0,-0.7030750642637245,2.0
Ajay Munjal,eat.fit,0.0,-0.7030750642637245,3.0
Ajay Ratho D,T Grill,1.0,0.690840593704878,1.0
Ajay Ratho D,Angaara Counts 3,0.0,-0.6886226872673242,2.0
Ajay Ratho D,Zing's Northeast Kitchen,0.0,-0.7028858765402104,3.0
Ajayreddy Singireddy,AB's - Absolute Barbecues,3.0,0.5434738277516128,1.0
Ajayreddy Singireddy,Paradise,0.0,-0.7019232822159183,2.0
Ajayreddy Singireddy,Mazzo - Marriott Executive Apartments,0.0,-0.7028321265121787,3.0
Akanksha Wazalwar,Labonel,0.0,0.6762952971477463,1.0
Akanksha Wazalwar,Wich Please,0.0,-0.7025490348753349,2.0
Akanksha Wazalwar,Club Rogue,0.0,-0.7028858765402104,3.0
Akansha Gupta,The Lal Street - Bar Exchange,3.0,0.4750250049738018,1.0
Akansha Gupta,Jonathan's Kitchen - Holiday Inn Express & Suites,0.0,-0.6890900361400375,2.0
Akansha Gupta,Tiki Shack,0.0,-0.7025490348753349,3.0
Akansha Satapathy,Zega - Sheraton Hyderabad Hotel,3.0,0.6762952971477463,1.0
Akansha Satapathy,Chinese Pavilion,0.0,-0.690629004397978,2.0
Akansha Satapathy,Aromas@11SIX,0.0,-0.703189478638772,3.0
Akarsh Reddy,B-Dubs,3.0,0.6606865661078515,1.0
Akarsh Reddy,"3B's - Buddies, Bar & Barbecue",0.0,-0.7019232822159183,2.0
Akarsh Reddy,Asian Meal Box,0.0,-0.7025490348753349,3.0
Akash Gupta,Mohammedia Shawarma,0.0,0.5063599185276095,1.0
Akash Gupta,Diners Pavilion,0.0,-0.7000449987745438,2.0
Akash Gupta,GD's,0.0,-0.7000449987745438,3.0
Akash Ramteke,Over The Moon Brew Company,3.0,0.6983768998383802,1.0
Akash Ramteke,Ulavacharu,0.0,-0.3414093717769538,2.0
Akash Ramteke,Being Hungry,0.0,-0.6509251439469532,3.0
Akash Roy,Hotel Zara Hi-Fi,0.0,0.619637899877391,1.0
Akash Roy,Tiki Shack,0.0,-0.7025490348753349,2.0
Akash Roy,Frio Bistro,0.0,-0.703189478638772,3.0
Akhil Sai,Asian Meal Box,0.0,0.46285978620150536,1.0
Akhil Sai,Beyond Flavours,0.0,-0.703189478638772,2.0
Akhil Sai,Shah Ghouse Hotel & Restaurant,0.0,-0.703189478638772,3.0
Akkala Revathi,Domino's Pizza,3.0,0.6243158942735979,1.0
Akkala Revathi,Sardarji's Chaats & More,0.0,-0.6966563636018679,2.0
Akkala Revathi,Amul,0.0,-0.7028858765402104,3.0
Akshat Jaiswal,Mathura Vilas,0.0,0.5472283233959248,1.0
Akshat Jaiswal,Angaara Counts 3,0.0,-0.09107532351978948,2.0
Akshat Jaiswal,Banana Leaf Multicuisine Restaurant,0.0,-0.7009943195766868,3.0
Akshay Kumar,Yum Yum Tree - The Arabian Food Court,3.0,0.6504843775702374,1.0
Akshay Kumar,The Indi Grill,0.0,-0.6992445246734287,2.0
Akshay Kumar,Dunkin' Donuts,0.0,-0.703189478638772,3.0
Akshay Rao,B-Dubs,3.0,0.6606865661078515,1.0
Akshay Rao,Club Rogue,0.0,-0.7028858765402104,2.0
Akshay Rao,Yum Yum Tree - The Arabian Food Court,0.0,-0.7028858765402104,3.0
Akshay Tebriwal,NorFest - The Dhaba,2.0,0.4348338115205263,1.0
Akshay Tebriwal,Labonel,0.0,-0.6949306781117205,2.0
Akshay Tebriwal,Feast - Sheraton Hyderabad Hotel,0.0,-0.7026434629144301,3.0
Alekhya Chauhan,Hotel Zara Hi-Fi,0.0,0.619637899877391,1.0
Alekhya Chauhan,Desi Bytes,0.0,0.5833745588292916,2.0
Alekhya Chauhan,Zega - Sheraton Hyderabad Hotel,0.0,-0.7028858765402104,3.0
Ali Razvi,Faasos,0.0,0.6575521766276967,1.0
Ali Razvi,Hotel Zara Hi-Fi,0.0,-0.7028858765402104,2.0
Ali Razvi,Al Saba Restaurant,0.0,-0.703189478638772,3.0
Alisha Das,Marsala Food Company,2.0,0.5780318480806781,1.0
Alisha Das,Shah Ghouse Spl Shawarma,0.0,-0.7025490348753349,2.0
Alisha Das,Cream Stone,0.0,-0.7028858765402104,3.0
Alka Ranjan,Over The Moon Brew Company,3.0,0.6983768998383802,1.0
Alka Ranjan,AB's - Absolute Barbecues,0.0,-0.09181195553853377,2.0
Alka Ranjan,13 Dhaba,0.0,-0.7019127827524814,3.0
Alladi Nihar,Kritunga Restaurant,0.0,0.690840593704878,1.0
Alladi Nihar,Hotel Zara Hi-Fi,0.0,-0.7027236381218351,2.0
Alladi Nihar,Over The Moon Brew Company,0.0,-0.703189478638772,3.0
Alnick Bryan,T Grill,2.0,0.690840593704878,1.0
Alnick Bryan,Wich Please,0.0,-0.7025490348753349,2.0
Alnick Bryan,KFC,0.0,-0.7028858765402104,3.0
Aloysious Michael,Momos Delight,3.0,0.6607108711478651,1.0
Aloysious Michael,Over The Moon Brew Company,0.0,-0.703189478638772,2.0
Aloysious Michael,Squeeze @ The Lime,0.0,-0.703189478638772,3.0
Aman Katoch,Pot Pourri,3.0,0.6652274355540566,1.0
Aman Katoch,Behrouz Biryani,0.0,-0.7028858765402104,2.0
Aman Katoch,The Chocolate Room,0.0,-0.7028858765402104,3.0
Aman Tyagi,The Foodie Monster Kitchen,0.0,0.6400594433267548,1.0
Aman Tyagi,The Indi Grill,0.0,-0.6992445246734287,2.0
Aman Tyagi,Cafe Eclat,0.0,-0.7028858765402104,3.0
Aman Vats,Komatose - Holiday Inn Express & Suites,3.0,0.640614437198749,1.0
Aman Vats,Diners Pavilion,0.0,-0.582069392155625,2.0
Aman Vats,Desi Bytes,0.0,-0.6509251439469532,3.0
Amandeep Singh Parmar,Khaan Saab,3.0,0.6711815936978127,1.0
Amandeep Singh Parmar,Komatose - Holiday Inn Express & Suites,0.0,-0.7028321265121787,2.0
Amandeep Singh Parmar,Chinese Pavilion,0.0,-0.7028858765402104,3.0
Amarender Reddy Mamidi,The Lal Street - Bar Exchange,3.0,0.4455682118208973,1.0
Amarender Reddy Mamidi,Mustang Terrace Lounge,0.0,-0.5452357393747632,2.0
Amarender Reddy Mamidi,Beyond Flavours,0.0,-0.703189478638772,3.0
Amartha Dutta,Shree Santosh Dhaba Family Restaurant,0.0,0.6400779598411108,1.0
Amartha Dutta,Hyderabad Chefs,0.0,-0.5877243461740118,2.0
Amartha Dutta,Frio Bistro,0.0,-0.7030750642637245,3.0
Ambika Remyaa Paramesh Nair,PourHouse7,3.0,0.6554168480900494,1.0
Ambika Remyaa Paramesh Nair,Delhi-39,0.0,-0.6509251439469532,2.0
Ambika Remyaa Paramesh Nair,The Old Madras Baking Company,0.0,-0.7025490348753349,3.0
Amisha Sinha,Karachi Bakery,3.0,0.6839913594247343,1.0
Amisha Sinha,Momos Delight,0.0,-0.7025490348753349,2.0
Amisha Sinha,NorFest - The Dhaba,0.0,-0.7025490348753349,3.0
Amit Chugh,Prism Club & Kitchen,3.0,0.690840593704878,1.0
Amit Chugh,Mazzo - Marriott Executive Apartments,0.0,-0.49003969688376126,2.0
Amit Chugh,Jonathan's Kitchen - Holiday Inn Express & Suites,0.0,-0.6890900361400375,3.0
Amrita Jaiswal,Mathura Vilas,2.0,0.5472283233959248,1.0
Amrita Jaiswal,Chinese Pavilion,0.0,-0.09849279500353016,2.0
Amrita Jaiswal,Hunger Maggi Point,0.0,-0.7025490348753349,3.0
Amrita Phadnis,Feast - Sheraton Hyderabad Hotel,0.0,0.5418229616435666,1.0
Amrita Phadnis,Triptify,0.0,-0.7025490348753349,2.0
Amrita Phadnis,Hyderabadi Daawat,0.0,-0.703189478638772,3.0
Amritorupa Kanjilal,The Chocolate Room,1.0,0.6666594545111075,1.0
Amritorupa Kanjilal,Driven Cafe,0.0,-0.5560852063136681,2.0
Amritorupa Kanjilal,Yum Yum Tree - The Arabian Food Court,0.0,-0.690629004397978,3.0
Amrutha Baratam,Over The Moon Brew Company,3.0,0.6983768998383802,1.0
Amrutha Baratam,GD's,0.0,-0.7028858765402104,2.0
Amrutha Baratam,Udipi's Upahar,0.0,-0.7029992072815534,3.0
Amy_Abhi,Dine O China,3.0,0.6821312476382405,1.0
Amy_Abhi,Banana Leaf Multicuisine Restaurant,0.0,-0.703189478638772,2.0
Amy_Abhi,Olive Garden,0.0,-0.703189478638772,3.0
Amyprof,Cafe Eclat,3.0,0.655598081020171,1.0
Amyprof,Royal Spicy Restaurant,0.0,-0.297730321602495,2.0
Amyprof,13 Dhaba,0.0,-0.7025490348753349,3.0
Anamika Gupta,Domino's Pizza,0.0,0.6243158942735979,1.0
Anamika Gupta,Desi Bytes,0.0,-0.5589941458219234,2.0
Anamika Gupta,Green Bawarchi Restaurant,0.0,-0.703189478638772,3.0
Anant Kr,Shree Santosh Dhaba Family Restaurant,0.0,0.6400779598411108,1.0
Anant Kr,La La Land - Bar & Kitchen,0.0,-0.7029992072815534,2.0
Anant Kr,Barbeque Nation,0.0,-0.703189478638772,3.0
Ananta Ray,Cafe Eclat,0.0,0.6762952971477463,1.0
Ananta Ray,"3B's - Buddies, Bar & Barbecue",0.0,-0.7019232822159183,2.0
Ananta Ray,NorFest - The Dhaba,0.0,-0.7025490348753349,3.0
Ananthulaprudhvidhar,Barbeque Nation,2.0,0.5762130003717065,1.0
Ananthulaprudhvidhar,Over The Moon Brew Company,0.0,-0.4392199368619668,2.0
Ananthulaprudhvidhar,Karachi Cafe,0.0,-0.703189478638772,3.0
Ananya,Udipi's Upahar,3.0,0.6701156312323673,1.0
Ananya,Being Hungry,0.0,-0.5704282040735376,2.0
Ananya,Hunger Maggi Point,0.0,-0.7025490348753349,3.0
Andrews Ricky,Prism Club & Kitchen,3.0,0.690840593704878,1.0
Andrews Ricky,Diners Pavilion,0.0,-0.383163343133204,2.0
Andrews Ricky,Squeeze @ The Lime,0.0,-0.7029992072815534,3.0
Anil Chinna,Shah Ghouse Spl Shawarma,0.0,0.5956987135162898,1.0
Anil Chinna,Triptify,0.0,-0.5782363750368564,2.0
Anil Chinna,"3B's - Buddies, Bar & Barbecue",0.0,-0.7019232822159183,3.0
Anil Pajjuri,The Tilt Bar Republic,2.0,0.5145321525940754,1.0
Anil Pajjuri,Over The Moon Brew Company,0.0,-0.4392199368619668,2.0
Anil Pajjuri,Asian Meal Box,0.0,-0.7025490348753349,3.0
Anil Reddy,Mustang Terrace Lounge,3.0,0.690840593704878,1.0
Anil Reddy,Hyderabad Chefs,0.0,-0.6509251439469532,2.0
Anil Reddy,Hyderabad Chefs,0.0,-0.6509251439469532,3.0
Anil Teru,KS Bakers,2.0,0.6839913594247343,1.0
Anil Teru,The Indi Grill,0.0,-0.6992445246734287,2.0
Anil Teru,Frio Bistro,0.0,-0.703189478638772,3.0
Anilkumarmudirajs,Being Hungry,3.0,0.6616851218237727,1.0
Anilkumarmudirajs,Hunger Maggi Point,0.0,-0.7025490348753349,2.0
Anilkumarmudirajs,Biryanis And More,0.0,-0.7029992072815534,3.0
Anirban De,Urban Asia - Kitchen & Bar,0.0,0.6943852978484143,1.0
Anirban De,Khaan Saab,0.0,-0.7028858765402104,2.0
Anirban De,Mohammedia Shawarma,0.0,-0.7028858765402104,3.0
Anish,Domino's Pizza,0.0,0.6243158942735979,1.0
Anish,Wich Please,0.0,-0.5872095136481801,2.0
Anish,Behrouz Biryani,0.0,-0.7028858765402104,3.0
Anish Waghray,Cafe Eclat,2.0,0.6762952971477463,1.0
Anish Waghray,Biryanis And More,0.0,-0.703189478638772,2.0
Anish Waghray,Cascade - Radisson Hyderabad Hitec City,0.0,-0.703189478638772,3.0
Anisha.thakur02,Behrouz Biryani,0.0,0.6666594545111075,1.0
Anisha.thakur02,Zing's Northeast Kitchen,0.0,-0.7028858765402104,2.0
Anisha.thakur02,Tandoori Food Works,0.0,-0.703189478638772,3.0
Anjali Krishna,Hunger Maggi Point,0.0,0.6332838291676253,1.0
Anjali Krishna,The Indi Grill,0.0,-0.6992445246734287,2.0
Anjali Krishna,Being Hungry,0.0,-0.7028858765402104,3.0
Anjar Babu,Paradise,3.0,0.6453215314202085,1.0
Anjar Babu,Aromas@11SIX,0.0,-0.6120302064049792,2.0
Anjar Babu,Chinese Pavilion,0.0,-0.6948609331629481,3.0
Anjulesh.singh.96,Delhi-39,1.0,0.6172269447259258,1.0
Anjulesh.singh.96,Angaara Counts 3,0.0,-0.7029992072815534,2.0
Anjulesh.singh.96,Driven Cafe,0.0,-0.7030750642637245,3.0
Anjum Daniels,Momos Delight,3.0,0.6607108711478651,1.0
Anjum Daniels,Cream Stone,0.0,-0.7028858765402104,2.0
Anjum Daniels,Republic Of Noodles - Lemon Tree Hotel,0.0,-0.703189478638772,3.0
Ankan Ghorai,Green Bawarchi Restaurant,2.0,0.5580603101580421,1.0
Ankan Ghorai,Asian Meal Box,0.0,-0.7025490348753349,2.0
Ankan Ghorai,Shah Ghouse Spl Shawarma,0.0,-0.7025490348753349,3.0
Ankit Bishnu Dash,Cafe Eclat,3.0,0.655598081020171,1.0
Ankit Bishnu Dash,Beyond Flavours,0.0,-0.703189478638772,2.0
Ankit Bishnu Dash,Shanghai Chef 2,0.0,-0.703189478638772,3.0
Ankit Goparapu,Prism Club & Kitchen,3.0,0.690840593704878,1.0
Ankit Goparapu,Triptify,0.0,-0.6944891332799401,2.0
Ankit Goparapu,Hunger Maggi Point,0.0,-0.7025490348753349,3.0
Ankit K Maheshwari,The Foodie Monster Kitchen,3.0,0.6400594433267548,1.0
Ankit K Maheshwari,Delhi-39,0.0,-0.7028858765402104,2.0
Ankit K Maheshwari,Mohammedia Shawarma,0.0,-0.7028858765402104,3.0
Ankit Shrivastava,Over The Moon Brew Company,3.0,0.6983768998383802,1.0
Ankit Shrivastava,Prism Club & Kitchen,0.0,-0.6433186712896051,2.0
Ankit Shrivastava,Delhi-39,0.0,-0.6509251439469532,3.0
Ankita Kumari,Barbeque Nation,3.0,0.6424085476756753,1.0
Ankita Kumari,NorFest - The Dhaba,0.0,0.2838731658866691,2.0
Ankita Kumari,13 Dhaba,0.0,-0.6944891332799401,3.0
Ankita Shah,Labonel,2.0,0.6762952971477463,1.0
Ankita Shah,Royal Spicy Restaurant,0.0,-0.7028858765402104,2.0
Ankita Shah,Zega - Sheraton Hyderabad Hotel,0.0,-0.7028858765402104,3.0
Ankur,13 Dhaba,3.0,0.6460307190752079,1.0
Ankur,Aromas@11SIX,0.0,-0.703189478638772,2.0
Ankur,Deli 9 Bistro,0.0,-0.703189478638772,3.0
Ankur Sharma,Domino's Pizza,0.0,0.6243158942735979,1.0
Ankur Sharma,B-Dubs,0.0,-0.7025490348753349,2.0
Ankur Sharma,The Fisherman's Wharf,0.0,-0.703189478638772,3.0
Anoop Prakash,Cafe Eclat,2.0,0.6762952971477463,1.0
Anoop Prakash,Cream Stone,0.0,-0.7028858765402104,2.0
Anoop Prakash,IndiBlaze,0.0,-0.7028858765402104,3.0
Anoy Sarkar,Absolute Sizzlers,1.0,0.6775783001449052,1.0
Anoy Sarkar,Khaan Saab,0.0,-0.7028858765402104,2.0
Anoy Sarkar,Pista House,0.0,-0.703189478638772,3.0
Anshita Arya,Labonel,2.0,0.6762952971477463,1.0
Anshita Arya,The Old Madras Baking Company,0.0,-0.6944891332799401,2.0
Anshita Arya,Mazzo - Marriott Executive Apartments,0.0,-0.7026434629144301,3.0
Anudeep Adiraju,La La Land - Bar & Kitchen,0.0,0.6517257760213635,1.0
Anudeep Adiraju,The Indi Grill,0.0,-0.364457464249058,2.0
Anudeep Adiraju,Marsala Food Company,0.0,-0.6151446174814588,3.0
Anudeep Krovi,GD's,3.0,0.6762952971477463,1.0
Anudeep Krovi,Desi Bytes,0.0,-0.7028858765402104,2.0
Anudeep Krovi,Dunkin' Donuts,0.0,-0.703189478638772,3.0
Anuj Khandelwal,Deli 9 Bistro,0.0,0.6775783001449052,1.0
Anuj Khandelwal,Momos Delight,0.0,-0.7025490348753349,2.0
Anuj Khandelwal,Ulavacharu,0.0,-0.703189478638772,3.0
Anuj Tandon,Biryanis And More,0.0,0.6408892910060686,1.0
Anuj Tandon,Shree Santosh Dhaba Family Restaurant,0.0,-0.09107532351978948,2.0
Anuj Tandon,NorFest - The Dhaba,0.0,-0.7019127827524814,3.0
Anuraag715,The Fisherman's Wharf,2.0,0.690840593704878,1.0
Anuraag715,American Wild Wings,0.0,-0.703189478638772,2.0
Anuraag715,KS Bakers,0.0,-0.703189478638772,3.0
Anusha Marpally,Mustang Terrace Lounge,3.0,0.690840593704878,1.0
Anusha Marpally,The Tilt Bar Republic,0.0,-0.2529344875641164,2.0
Anusha Marpally,GD's,0.0,-0.7028858765402104,3.0
Anusha Sankar,Cafe Eclat,2.0,0.6762952971477463,1.0
Anusha Sankar,Cream Stone,0.0,-0.7028858765402104,2.0
Anusha Sankar,American Wild Wings,0.0,-0.703189478638772,3.0
Anvesh Gudivada,Pot Pourri,0.0,0.6652274355540566,1.0
Anvesh Gudivada,Zega - Sheraton Hyderabad Hotel,0.0,-0.7028858765402104,2.0
Anvesh Gudivada,Cascade - Radisson Hyderabad Hitec City,0.0,-0.703189478638772,3.0
Anwesha Das,Asian Meal Box,1.0,0.46285978620150536,1.0
Anwesha Das,Hunger Maggi Point,0.0,-0.05113532739292647,2.0
Anwesha Das,Labonel,0.0,-0.7028858765402104,3.0
Aparna Saha,Shanghai Chef 2,3.0,0.6686295881055473,1.0
Aparna Saha,GD's,0.0,-0.7028858765402104,2.0
Aparna Saha,Udipi's Upahar,0.0,-0.703189478638772,3.0
Apurva Utkarsh,Kritunga Restaurant,0.0,0.690840593704878,1.0
Apurva Utkarsh,Flechazo,0.0,-0.7019232822159183,2.0
Apurva Utkarsh,Frio Bistro,0.0,-0.7030750642637245,3.0
Aravind Ranganathan,Marsala Food Company,2.0,0.5780318480806781,1.0
Aravind Ranganathan,Hotel Zara Hi-Fi,0.0,-0.6991449854151568,2.0
Aravind Ranganathan,La La Land - Bar & Kitchen,0.0,-0.7029992072815534,3.0
